144.94	0	118.81	1.17
145.12	0	119.06	1.21
145.30	0	119.30	1.22
145.48	0	119.51	1.21
145.66	0	119.72	1.21
145.84	0	119.93	1.21
146.02	0	120.17	1.22
146.19	0	120.42	1.24
146.37	0	120.62	1.24
146.55	0	120.83	1.23
146.73	0	121.08	1.26
146.91	0	121.29	1.24
147.09	0	121.50	1.23
147.27	0	121.70	1.23
147.45	0	121.95	1.25
147.63	0	122.19	1.26
147.80	0	122.40	1.25
147.98	0	122.64	1.25
148.16	0	122.85	1.25
148.34	0	123.06	1.25
148.52	0	123.27	1.23
148.70	0	123.52	1.25
148.88	0	123.72	1.25
149.06	0	123.93	1.25
149.24	0	124.14	1.23
149.41	0	124.39	1.23
149.60	0	124.63	1.25
149.77	0	124.84	1.23
149.95	0	125.05	1.23
150.13	0	125.26	1.23
150.31	0	125.50	1.25
150.49	0	125.71	1.23
150.67	0	125.96	1.25
150.85	0	126.17	1.25
151.03	0	126.37	1.25
151.21	0	126.58	1.23
151.38	0	126.79	1.21
151.56	0	126.97	1.19
151.74	0	127.25	1.23
151.92	0	127.42	1.21
152.10	0	127.60	1.17
152.28	0	127.84	1.19
152.46	0	128.05	1.17
152.64	0	128.26	1.17
152.82	0	128.43	1.15
153.00	0	128.64	1.15
153.18	0	128.85	1.15
153.35	0	129.06	1.17
153.53	0	129.27	1.13
153.71	0	129.48	1.15
153.89	0	129.65	1.15
154.07	0	129.90	1.15
154.25	0	130.07	1.13
154.43	0	130.28	1.13
154.61	0	130.53	1.17
154.79	0	130.70	1.15
154.97	0	130.88	1.13
155.14	0	131.09	1.13
155.32	0	131.30	1.13
155.50	0	131.44	1.09
155.68	0	131.65	1.11
155.86	0	131.86	1.09
156.04	0	132.03	1.09
156.22	0	132.24	1.09
156.40	0	132.41	1.05
156.58	0	132.62	1.07
156.75	0	132.80	1.07
156.93	0	132.97	1.05
157.11	0	133.15	1.03
157.29	0	133.32	1.05
157.47	0	133.50	1.03
157.65	0	133.67	1.02
157.83	0	133.85	1.02
158.01	0	134.02	1.00
158.19	0	134.23	1.02
158.36	0	134.41	1.00
158.54	0	134.55	0.98
158.72	0	134.76	1.00
158.90	0	134.90	0.98
159.08	0	135.04	0.96
159.26	0	135.25	0.98
159.44	0	135.42	0.98
159.62	0	135.60	0.98
159.80	0	135.74	0.96
159.98	0	135.91	0.94
160.15	0	136.05	0.92
160.33	0	136.23	0.94
160.51	0	136.36	0.90
160.69	0	136.58	0.94
160.87	0	136.68	0.92
161.05	0	136.86	0.90
161.23	0	137.03	0.90
161.41	0	137.17	0.88
161.59	0	137.34	0.90
161.77	0	137.48	0.88
161.94	0	137.66	0.90
162.12	1	137.80	0.88
162.30	1	137.97	0.90
162.48	1	138.11	0.86
162.66	1	138.25	0.88
162.84	1	138.36	0.84
163.02	1	138.54	0.84
163.20	1	138.71	0.86
163.38	1	138.85	0.84
163.55	1	138.99	0.84
163.73	1	139.13	0.82
163.91	1	139.27	0.82
164.09	1	139.41	0.80
164.27	1	139.55	0.80
164.45	1	139.73	0.82
164.63	1	139.80	0.80
164.81	1	139.94	0.78
164.99	1	140.08	0.76
165.17	0	140.22	0.76
165.35	0	140.32	0.74
165.52	0	140.50	0.76
165.70	0	140.60	0.74
165.88	0	140.74	0.74
166.06	0	140.85	0.72
166.24	0	140.99	0.70
166.42	0	141.09	0.72
166.60	0	141.23	0.72
166.78	0	141.37	0.72
166.96	0	141.48	0.70
167.13	0	141.58	0.70
167.31	0	141.76	0.70
167.49	0	141.90	0.72
167.67	0	142.00	0.70
167.85	0	142.14	0.72
168.03	0	142.28	0.72
168.21	0	142.39	0.72
168.39	0	142.49	0.70
168.57	0	142.67	0.72
168.75	0	142.81	0.74
168.93	0	142.91	0.74
169.10	0	143.02	0.71
169.28	0	143.16	0.70
169.46	0	143.26	0.70
169.64	0	143.40	0.70
169.82	0	143.51	0.69
170.00	0	143.65	0.71
170.18	0	143.76	0.71
170.36	0	143.93	0.71
170.54	0	144.04	0.69
170.71	0	144.14	0.69
170.89	0	144.28	0.71
171.07	0	144.42	0.71
171.25	0	144.53	0.71
171.43	0	144.67	0.71
171.61	0	144.77	0.71
171.79	0	144.91	0.71
171.97	0	145.02	0.71
172.15	0	145.16	0.69
172.32	0	145.30	0.71
172.50	0	145.40	0.71
172.68	0	145.54	0.71
172.86	0	145.65	0.69
173.04	0	145.79	0.71
173.22	0	145.90	0.69
173.40	0	146.00	0.69
173.58	0	146.14	0.69
173.76	0	146.25	0.69
173.94	0	146.39	0.69
174.11	0	146.46	0.65
174.29	0	146.56	0.65
174.47	0	146.67	0.63
174.65	0	146.81	0.65
174.83	0	146.95	0.65
175.01	0	147.02	0.63
175.19	0	147.12	0.63
175.37	0	147.23	0.61
175.55	0	147.37	0.63
175.73	0	147.47	0.61
175.90	0	147.58	0.63
176.08	0	147.69	0.63
176.26	0	147.79	0.63
176.44	0	147.90	0.61
176.62	0	148.00	0.59
176.80	0	148.11	0.61
176.98	0	148.21	0.61
177.16	0	148.32	0.61
177.34	0	148.42	0.59
177.52	0	148.53	0.59
177.69	0	148.63	0.59
177.87	0	148.74	0.59
178.05	0	148.84	0.59
178.23	0	148.95	0.59
178.41	0	149.09	0.61
178.59	0	149.16	0.59
178.77	0	149.23	0.57
178.95	0	149.34	0.57
179.13	0	149.44	0.57
179.30	1	149.51	0.55
179.48	1	149.65	0.57
179.66	1	149.72	0.55
179.84	1	149.83	0.55
180.02	1	149.93	0.55
